event_id,timestamp,cloud_provider,resource_type,action,actor_type,actor_name,source_ip,region,mfa_used,outcome,severity,risk_score,session_duration_s,anomaly_label
evt-0017928,2025-06-05T12:36:41Z,aws,ec2:Instance,DeleteRole,user,user-0064,192.168.1.75.58,us-west-2,True,Success,medium,45.0,11050.0,0
evt-0017929,2025-06-05T12:39:36Z,aws,iam:User,ModifyInstanceAttribute,service_account,svc-account-026,192.168.1.142.116,us-east-1,True,Success,medium,17.24,,0
evt-0017930,2025-06-05T12:50:05Z,aws,elb:LoadBalancer,DescribeInstances,user,user-0114,10.1.163.235,ap-southeast-1,True,Failure,low,16.14,25689.0,0
evt-0017931,2025-06-05T12:51:45Z,aws,lambda:Function,RunInstances,user,user-0141,192.168.0.189.49,eu-central-1,True,Success,low,19.19,12452.0,0
evt-0017932,2025-06-05T13:04:24Z,aws,lambda:Function,PutBucketPublicAccessBlock,api_key,user-0040,10.0.14.30,eu-west-1,True,Success,low,13.47,,0
evt-0017933,2025-06-05T13:15:59Z,gcp,storage.buckets,iam.serviceAccounts.actAs,service_account,svc-account-017,172.16.36.61,asia-east1,True,Failure,high,86.23,,1
evt-0017934,2025-06-05T13:19:19Z,aws,ec2:Instance,AttachRolePolicy,service_account,svc-account-016,172.16.11.171,us-east-2,True,Success,low,26.02,,0
evt-0017935,2025-06-05T13:27:39Z,azure,Microsoft.Web/sites,Microsoft.Network/networkSecurityGroups/write,user,user-0025,172.16.9.214,westeurope,True,Success,medium,23.07,26576.0,0
evt-0017936,2025-06-05T13:33:12Z,azure,Microsoft.Storage/storageAccounts,Microsoft.KeyVault/vaults/secrets/read,user,user-0086,172.16.107.207,westus2,True,Failure,low,16.36,9549.0,0
evt-0017937,2025-06-05T13:33:40Z,aws,vpc:SecurityGroup,DeleteRole,service_account,svc-account-002,192.168.0.174.2,us-west-2,True,Success,high,64.83,,0
evt-0017938,2025-06-05T13:38:03Z,aws,iam:User,DescribeInstances,user,user-0106,172.17.50.81,us-east-1,True,Success,low,24.88,1098.0,0
evt-0017939,2025-06-05T13:40:24Z,aws,vpc:SecurityGroup,CreateUser,user,user-0013,10.0.82.78,us-west-2,True,Success,low,12.33,996.0,0
evt-0017940,2025-06-05T13:46:17Z,aws,ec2:Instance,RunInstances,service_account,svc-account-002,172.17.157.7,eu-central-1,False,Success,low,11.09,,0
evt-0017941,2025-06-05T14:00:02Z,gcp,cloudsql.instances,storage.buckets.create,assumed_role,assumed-role/deploy-role-019,10.0.185.223,us-east1,False,Success,low,32.13,5679.0,0
evt-0017942,2025-06-05T14:09:36Z,aws,iam:Role,AttachRolePolicy,user,user-0117,172.16.133.179,us-east-2,False,Success,low,13.52,11140.0,0
evt-0017943,2025-06-05T14:13:10Z,azure,Microsoft.Web/sites,Microsoft.Network/networkSecurityGroups/write,user,user-0090,192.168.1.13.159,southeastasia,True,Failure,medium,24.1,28311.0,0
evt-0017944,2025-06-05T14:21:05Z,aws,kms:Key,DeleteUser,user,user-0045,192.168.1.151.9,eu-west-1,False,Success,high,38.86,122.0,0
evt-0017945,2025-06-05T14:25:53Z,gcp,container.clusters,logging.sinks.delete,api_key,user-0020,192.168.0.33.246,us-east1,True,Success,low,39.35,,0
evt-0017946,2025-06-05T14:30:19Z,aws,rds:Instance,ModifyInstanceAttribute,user,user-0037,172.16.192.171,ap-southeast-1,False,Success,low,18.95,20339.0,0
evt-0017947,2025-06-05T14:30:37Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/roleDefinitions/write,assumed_role,assumed-role/deploy-role-009,172.17.175.21,northeurope,True,Success,low,30.65,7322.0,0
evt-0017948,2025-06-05T14:46:01Z,gcp,storage.buckets,compute.instances.insert,service_account,svc-account-007,172.16.132.240,us-east1,True,Failure,medium,28.67,,0
evt-0017949,2025-06-05T14:46:21Z,aws,iam:Role,DescribeInstances,service_account,svc-account-006,10.1.106.100,eu-west-1,True,Success,low,9.54,,0
evt-0017950,2025-06-05T14:52:37Z,azure,Microsoft.Sql/servers,Microsoft.Compute/virtualMachines/write,user,user-0113,10.1.173.197,northeurope,True,Success,medium,20.14,195.0,0
evt-0017951,2025-06-05T15:01:41Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Compute/virtualMachines/write,user,user-0124,172.17.228.52,westeurope,True,Success,medium,20.37,1142.0,0
evt-0017952,2025-06-05T15:01:53Z,aws,vpc:SecurityGroup,DeleteBucket,user,user-0095,192.168.1.68.137,ap-southeast-1,True,Success,low,19.3,12429.0,0
evt-0017953,2025-06-05T15:11:09Z,aws,vpc:SecurityGroup,CreateKeyPair,service_account,svc-account-017,10.1.248.88,eu-central-1,True,Success,high,37.35,,0
evt-0017954,2025-06-05T15:19:05Z,aws,kms:Key,AttachRolePolicy,user,user-0037,172.16.6.184,eu-west-1,True,Success,low,16.63,27401.0,0
evt-0017955,2025-06-05T15:20:02Z,azure,Microsoft.KeyVault/vaults,Microsoft.Authorization/roleDefinitions/write,user,user-0051,10.1.2.88,northeurope,False,Success,low,10.69,17043.0,0
evt-0017956,2025-06-05T15:25:10Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Storage/storageAccounts/write,root,root,192.168.0.218.244,westeurope,True,Success,low,29.63,,0
evt-0017957,2025-06-05T15:33:34Z,aws,s3:Bucket,CreateUser,api_key,user-0113,10.1.65.30,us-west-2,True,Success,medium,26.9,,0
evt-0017958,2025-06-05T15:34:01Z,aws,rds:Instance,DeleteRole,user,user-0033,10.0.76.90,us-east-1,False,Success,medium,46.51,25771.0,0
evt-0017959,2025-06-05T15:36:24Z,aws,s3:Bucket,AuthorizeSecurityGroupIngress,user,user-0100,192.168.1.166.254,us-east-1,True,Success,high,64.07,21554.0,0
evt-0017960,2025-06-05T15:40:51Z,gcp,iam.serviceAccounts,storage.buckets.create,service_account,svc-account-026,172.17.101.226,us-central1,True,Success,medium,22.74,,0
evt-0017961,2025-06-05T15:42:39Z,aws,s3:Bucket,AttachRolePolicy,service_account,svc-account-025,192.168.1.127.158,us-west-2,True,Success,low,0.9,,0
evt-0017962,2025-06-05T15:46:14Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Authorization/roleAssignments/write,api_key,user-0058,172.16.182.107,westeurope,True,Success,medium,36.19,,0
evt-0017963,2025-06-05T15:50:36Z,aws,lambda:Function,PutBucketPublicAccessBlock,service_account,svc-account-020,10.1.105.102,eu-west-1,False,Success,low,12.04,,0
evt-0017964,2025-06-05T15:55:36Z,aws,ec2:Instance,DescribeInstances,service_account,svc-account-020,192.168.1.98.196,ap-southeast-1,False,Success,medium,30.18,,0
evt-0017965,2025-06-05T15:59:31Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Authorization/roleAssignments/write,user,user-0098,172.16.86.169,eastus,True,Success,low,25.4,3777.0,0
evt-0017966,2025-06-05T15:59:33Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,api_key,user-0139,10.0.9.13,westeurope,False,Success,low,8.74,,0
evt-0017967,2025-06-05T16:10:08Z,aws,iam:Role,DisableCloudtrailLogging,user,user-0007,172.16.223.195,eu-central-1,False,Success,medium,40.6,20751.0,0
evt-0017968,2025-06-05T16:17:11Z,aws,rds:Instance,RunInstances,user,user-0048,10.0.114.79,us-east-2,True,Success,low,21.71,25374.0,0
evt-0017969,2025-06-05T16:20:48Z,aws,iam:User,DescribeInstances,user,user-0108,10.0.149.33,ap-southeast-1,False,Success,low,22.05,3964.0,0
evt-0017970,2025-06-05T16:23:10Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Authorization/roleAssignments/write,user,user-0118,10.1.131.165,westeurope,True,Failure,low,42.79,9997.0,0
evt-0017971,2025-06-05T16:25:36Z,aws,vpc:SecurityGroup,CreateBucket,user,user-0053,10.1.132.249,us-east-1,True,Success,high,40.98,17177.0,0
evt-0017972,2025-06-05T16:27:40Z,aws,iam:Role,TerminateInstances,user,user-0027,172.16.106.111,ap-southeast-1,False,Success,low,12.49,23933.0,0
evt-0017973,2025-06-05T16:27:48Z,gcp,compute.instances,compute.instances.insert,user,user-0120,192.168.0.60.209,australia-southeast1,False,Success,low,23.18,11344.0,0
evt-0017974,2025-06-05T16:37:46Z,aws,rds:Instance,ModifyInstanceAttribute,user,user-0119,10.0.115.184,us-east-2,False,Success,high,43.24,28571.0,0
evt-0017975,2025-06-05T16:41:21Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/roleAssignments/write,api_key,user-0121,10.1.142.161,eastus,True,Success,medium,54.85,,0
evt-0017976,2025-06-05T16:50:00Z,aws,kms:Key,GetSecretValue,user,user-0002,192.168.0.160.68,eu-central-1,False,Success,medium,29.17,26516.0,0
evt-0017977,2025-06-05T16:50:21Z,aws,rds:Instance,AuthorizeSecurityGroupIngress,service_account,svc-account-017,192.168.0.160.219,us-east-2,False,Success,low,36.77,,0
evt-0017978,2025-06-05T16:57:14Z,aws,vpc:SecurityGroup,AuthorizeSecurityGroupIngress,assumed_role,assumed-role/deploy-role-013,172.16.38.56,eu-central-1,True,Success,high,75.9,19458.0,0
evt-0017979,2025-06-05T17:02:41Z,aws,elb:LoadBalancer,CreateRole,service_account,svc-account-008,10.0.197.201,eu-west-1,True,Success,low,17.92,,0
evt-0017980,2025-06-05T17:09:47Z,aws,lambda:Function,DescribeInstances,api_key,user-0106,192.168.1.26.56,eu-central-1,True,Success,low,10.57,,0
evt-0017981,2025-06-05T17:25:15Z,aws,cloudtrail:Trail,PutBucketPublicAccessBlock,user,user-0022,192.168.1.18.166,us-east-2,True,Failure,low,14.37,19515.0,0
evt-0017982,2025-06-05T17:28:45Z,azure,Microsoft.KeyVault/vaults,Microsoft.Authorization/roleDefinitions/write,assumed_role,assumed-role/deploy-role-008,10.1.92.67,southeastasia,True,Success,medium,39.39,20264.0,0
evt-0017983,2025-06-05T17:29:07Z,aws,cloudtrail:Trail,CreateRole,user,user-0073,172.17.138.103,us-east-1,True,Success,low,12.96,15305.0,0
evt-0017984,2025-06-05T17:42:01Z,aws,cloudtrail:Trail,PutPublicAccessBlock,user,user-0024,172.17.44.185,us-west-2,True,Failure,medium,39.64,5053.0,0
evt-0017985,2025-06-05T17:44:19Z,aws,elb:LoadBalancer,DeleteRole,user,user-0091,192.168.0.147.121,eu-west-1,True,Success,low,30.35,16914.0,0
evt-0017986,2025-06-05T17:53:27Z,aws,iam:Role,DescribeInstances,service_account,svc-account-011,10.0.128.107,eu-west-1,True,Success,low,10.37,,0
evt-0017987,2025-06-05T17:55:36Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Compute/virtualMachines/write,api_key,user-0087,192.168.1.99.21,eastus,False,Denied,low,22.11,,0
evt-0017988,2025-06-05T18:05:20Z,azure,Microsoft.Compute/virtualMachines,Microsoft.KeyVault/vaults/secrets/read,assumed_role,assumed-role/deploy-role-016,10.1.137.61,eastus,False,Success,low,26.64,1298.0,0
evt-0017989,2025-06-05T18:08:50Z,gcp,cloudsql.instances,compute.instances.insert,user,user-0074,10.0.136.99,asia-east1,False,Success,medium,21.51,20436.0,0
evt-0017990,2025-06-05T18:20:46Z,azure,Microsoft.KeyVault/vaults,Microsoft.Sql/servers/write,service_account,svc-account-003,192.168.1.29.24,westeurope,True,Success,low,20.73,,0
evt-0017991,2025-06-05T18:23:47Z,aws,rds:Instance,ModifyInstanceAttribute,api_key,user-0041,172.17.217.19,us-east-1,False,Success,medium,20.08,,0
evt-0017992,2025-06-05T18:31:45Z,aws,ec2:Instance,CreateRole,user,user-0032,192.168.1.37.130,eu-west-1,False,Success,low,13.45,28063.0,0
evt-0017993,2025-06-05T18:34:57Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Compute/virtualMachines/write,user,user-0053,192.168.1.212.121,eastus,False,Success,medium,36.86,27417.0,0
evt-0017994,2025-06-05T18:35:25Z,azure,Microsoft.KeyVault/vaults,Microsoft.Resources/deployments/write,service_account,svc-account-018,10.1.218.170,southeastasia,False,Success,low,10.35,,0
evt-0017995,2025-06-05T18:37:37Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/roleDefinitions/write,user,user-0061,172.16.243.201,westeurope,True,Success,low,17.01,21361.0,0
evt-0017996,2025-06-05T18:42:57Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Resources/deployments/write,api_key,user-0030,172.17.123.1,eastus,True,Denied,medium,36.84,,0
evt-0017997,2025-06-05T18:57:27Z,aws,kms:Key,ModifyInstanceAttribute,user,user-0085,192.168.0.4.36,us-east-2,True,Denied,critical,58.24,12366.0,0
evt-0017998,2025-06-05T18:57:36Z,gcp,storage.buckets,compute.instances.delete,service_account,svc-account-028,10.0.88.234,asia-east1,False,Denied,medium,52.23,,0
evt-0017999,2025-06-05T19:06:39Z,aws,lambda:Function,CreateRole,user,user-0043,192.168.0.130.230,us-west-2,True,Success,medium,27.21,8239.0,0
evt-0018000,2025-06-05T19:08:58Z,aws,vpc:SecurityGroup,GetSecretValue,user,user-0105,172.17.137.195,eu-west-1,True,Success,high,44.6,9067.0,0
evt-0018001,2025-06-05T19:10:05Z,aws,vpc:SecurityGroup,TerminateInstances,user,user-0069,10.1.19.229,ap-southeast-1,True,Success,low,14.0,22319.0,0
evt-0018002,2025-06-05T19:32:27Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/delete,service_account,svc-account-028,10.1.197.124,northeurope,True,Success,medium,30.08,,0
evt-0018003,2025-06-05T19:32:45Z,aws,s3:Bucket,CreateBucket,service_account,svc-account-010,10.0.29.253,us-east-2,True,Success,low,14.84,,0
evt-0018004,2025-06-05T19:38:55Z,aws,iam:User,CreateRole,service_account,svc-account-027,192.168.0.237.156,eu-central-1,True,Success,critical,51.95,,0
evt-0018005,2025-06-05T19:46:28Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Compute/virtualMachines/write,user,user-0074,10.1.70.242,eastus,False,Success,medium,20.49,21651.0,0
evt-0018006,2025-06-05T19:57:27Z,aws,rds:Instance,TerminateInstances,assumed_role,assumed-role/deploy-role-006,172.17.250.56,us-east-1,False,Denied,high,61.78,11080.0,0
evt-0018007,2025-06-05T19:58:21Z,aws,lambda:Function,PutBucketPublicAccessBlock,user,user-0036,10.1.73.222,us-west-2,False,Failure,low,7.48,6570.0,0
evt-0018008,2025-06-05T20:01:01Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Storage/storageAccounts/write,user,user-0040,172.17.242.20,westus2,False,Failure,high,45.17,4971.0,0
evt-0018009,2025-06-05T20:06:43Z,aws,iam:User,AttachRolePolicy,service_account,svc-account-026,172.16.195.102,eu-central-1,False,Success,medium,30.95,,0
evt-0018010,2025-06-05T20:14:14Z,gcp,storage.buckets,cloudsql.instances.create,service_account,svc-account-023,192.168.1.7.9,us-east1,True,Success,medium,29.78,,0
evt-0018011,2025-06-05T20:15:07Z,azure,Microsoft.Sql/servers,Microsoft.Network/networkSecurityGroups/write,user,user-0050,10.0.44.88,southeastasia,True,Success,high,41.88,9649.0,0
evt-0018012,2025-06-05T20:20:08Z,aws,elb:LoadBalancer,DescribeInstances,user,user-0042,192.168.1.235.116,us-west-2,False,Denied,medium,38.05,24888.0,0
evt-0018013,2025-06-05T20:22:36Z,aws,iam:Role,AttachRolePolicy,user,user-0082,203.0.67.8,us-west-2,False,Success,critical,95.95,1042.0,1
evt-0018014,2025-06-05T20:24:24Z,gcp,compute.instances,iam.serviceAccounts.create,assumed_role,assumed-role/deploy-role-012,10.1.210.104,australia-southeast1,True,Success,low,35.02,17242.0,0
evt-0018015,2025-06-05T20:38:32Z,aws,kms:Key,CreateRole,service_account,svc-account-005,10.0.15.102,eu-central-1,True,Success,low,19.22,,0
evt-0018016,2025-06-05T20:43:08Z,aws,kms:Key,CreateUser,service_account,svc-account-002,10.0.35.88,ap-southeast-1,True,Success,critical,58.84,,0
evt-0018017,2025-06-05T20:45:19Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Resources/deployments/write,user,user-0055,172.16.112.201,westeurope,False,Success,medium,25.55,14160.0,0
evt-0018018,2025-06-05T20:46:13Z,aws,cloudtrail:Trail,CreateUser,assumed_role,assumed-role/deploy-role-001,192.168.0.138.171,us-east-2,False,Success,low,33.66,11033.0,0
evt-0018019,2025-06-05T20:48:33Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Authorization/roleAssignments/write,user,user-0025,10.1.116.134,southeastasia,True,Success,high,54.93,11531.0,0
evt-0018020,2025-06-05T21:03:12Z,azure,Microsoft.Sql/servers,Microsoft.Authorization/policyAssignments/write,root,root,172.16.228.14,southeastasia,True,Success,low,31.57,,0
evt-0018021,2025-06-05T21:04:18Z,aws,lambda:Function,ModifyInstanceAttribute,service_account,svc-account-027,172.16.63.236,eu-central-1,False,Failure,low,17.04,,0
evt-0018022,2025-06-05T21:05:57Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Compute/virtualMachines/write,assumed_role,assumed-role/deploy-role-019,10.1.252.65,northeurope,True,Success,high,44.58,28795.0,0
evt-0018023,2025-06-05T21:07:36Z,gcp,compute.instances,compute.instances.delete,assumed_role,assumed-role/deploy-role-007,10.1.167.183,us-east1,True,Failure,medium,49.95,17386.0,0
evt-0018024,2025-06-05T21:07:57Z,aws,elb:LoadBalancer,DescribeInstances,user,user-0115,10.1.92.50,ap-southeast-1,True,Success,medium,29.14,1681.0,0
evt-0018025,2025-06-05T21:22:17Z,gcp,iam.serviceAccounts,container.clusters.create,service_account,svc-account-026,192.168.1.160.249,australia-southeast1,False,Failure,low,11.61,,0
evt-0018026,2025-06-05T21:24:12Z,aws,ec2:Instance,AttachRolePolicy,root,root,192.168.1.161.93,us-east-2,False,Success,high,59.34,,0
evt-0018027,2025-06-05T21:25:27Z,aws,vpc:SecurityGroup,CreateUser,api_key,user-0033,10.1.28.193,us-east-1,False,Failure,low,17.69,,0
evt-0018028,2025-06-05T21:28:17Z,aws,rds:Instance,TerminateInstances,service_account,svc-account-029,10.0.213.48,us-east-1,True,Denied,low,23.27,,0
evt-0018029,2025-06-05T21:34:26Z,gcp,cloudrun.services,compute.instances.delete,user,user-0110,172.16.35.149,us-east1,False,Success,low,18.62,21466.0,0
evt-0018030,2025-06-05T21:36:34Z,aws,kms:Key,DescribeInstances,service_account,svc-account-011,172.16.139.253,us-west-2,False,Success,low,18.36,,0
evt-0018031,2025-06-05T21:40:20Z,aws,vpc:SecurityGroup,DisableCloudtrailLogging,service_account,svc-account-016,192.168.1.240.227,eu-central-1,True,Failure,high,100.0,,1
evt-0018032,2025-06-05T21:41:01Z,gcp,storage.buckets,iam.serviceAccounts.create,service_account,svc-account-020,172.16.93.148,europe-west1,False,Success,low,12.79,,0
evt-0018033,2025-06-05T21:47:45Z,aws,ec2:Instance,AuthorizeSecurityGroupIngress,assumed_role,assumed-role/deploy-role-012,192.168.0.105.38,us-east-2,True,Success,low,55.7,23436.0,0
evt-0018034,2025-06-05T21:50:04Z,aws,rds:Instance,DescribeInstances,user,user-0018,192.168.1.243.215,us-east-1,False,Success,high,38.09,6695.0,0
evt-0018035,2025-06-05T21:54:25Z,aws,lambda:Function,CreateRole,user,user-0108,172.17.6.69,ap-southeast-1,True,Success,medium,28.66,3743.0,0
evt-0018036,2025-06-05T22:00:28Z,aws,rds:Instance,CreateBucket,user,user-0005,172.17.88.131,ap-southeast-1,True,Success,low,27.28,26402.0,0
evt-0018037,2025-06-05T22:06:28Z,azure,Microsoft.Web/sites,Microsoft.Storage/storageAccounts/write,user,user-0011,172.17.67.182,northeurope,False,Success,high,36.57,13540.0,0
evt-0018038,2025-06-05T22:06:59Z,aws,vpc:SecurityGroup,CreateBucket,service_account,svc-account-022,10.1.94.47,ap-southeast-1,False,Success,low,13.86,,0
evt-0018039,2025-06-05T22:07:14Z,azure,Microsoft.KeyVault/vaults,Microsoft.Compute/virtualMachines/write,user,user-0078,172.16.209.208,eastus,False,Failure,low,12.84,3993.0,0
evt-0018040,2025-06-05T22:08:59Z,aws,iam:Role,DescribeInstances,user,user-0012,172.16.170.156,eu-west-1,False,Failure,low,10.01,26940.0,0
evt-0018041,2025-06-05T22:09:37Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Compute/virtualMachines/write,assumed_role,assumed-role/deploy-role-006,172.17.127.176,northeurope,True,Success,low,27.74,3950.0,0
evt-0018042,2025-06-05T22:11:18Z,gcp,container.clusters,container.clusters.create,user,user-0098,192.168.0.38.141,asia-east1,True,Success,medium,19.5,4471.0,0
evt-0018043,2025-06-05T22:21:30Z,aws,kms:Key,CreateRole,root,root,203.0.209.26,eu-central-1,False,Success,critical,100.0,,1
evt-0018044,2025-06-05T22:23:09Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Compute/virtualMachines/write,user,user-0118,172.17.119.202,westus2,True,Success,low,19.68,14378.0,0
evt-0018045,2025-06-05T22:24:13Z,azure,Microsoft.Compute/virtualMachines,Microsoft.KeyVault/vaults/secrets/read,service_account,svc-account-004,10.1.210.56,southeastasia,True,Denied,low,32.21,,0
evt-0018046,2025-06-05T22:28:56Z,gcp,container.clusters,iam.serviceAccounts.create,api_key,user-0048,10.1.103.175,us-east1,False,Denied,low,24.55,,0
evt-0018047,2025-06-05T22:41:15Z,aws,kms:Key,DisableCloudtrailLogging,assumed_role,assumed-role/deploy-role-005,172.17.249.8,us-east-2,True,Success,high,76.49,1524.0,0
evt-0018048,2025-06-05T22:41:53Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Web/sites/write,user,user-0107,10.1.163.192,northeurope,True,Denied,low,21.2,15760.0,0
evt-0018049,2025-06-05T22:46:28Z,azure,Microsoft.Sql/servers,Microsoft.Network/networkSecurityGroups/write,assumed_role,assumed-role/deploy-role-005,10.1.219.206,westeurope,False,Success,medium,47.43,22096.0,0
evt-0018050,2025-06-05T22:47:11Z,aws,s3:Bucket,CreateBucket,user,user-0075,192.168.1.249.30,eu-central-1,False,Success,low,17.42,14002.0,0
evt-0018051,2025-06-05T22:47:14Z,aws,rds:Instance,DeleteBucket,user,user-0122,172.17.69.127,ap-southeast-1,False,Success,medium,22.37,18391.0,0
evt-0018052,2025-06-05T22:49:37Z,gcp,cloudsql.instances,cloudsql.instances.create,api_key,user-0012,172.16.157.45,us-central1,True,Failure,medium,28.28,,0
evt-0018053,2025-06-05T23:16:08Z,aws,elb:LoadBalancer,AttachRolePolicy,assumed_role,assumed-role/deploy-role-017,172.17.221.115,us-west-2,False,Success,high,55.37,25466.0,0
evt-0018054,2025-06-05T23:22:22Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Web/sites/write,service_account,svc-account-008,192.168.0.17.189,westeurope,True,Failure,low,12.28,,0
evt-0018055,2025-06-05T23:30:50Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Storage/storageAccounts/write,api_key,user-0045,192.168.0.134.61,northeurope,True,Success,low,12.62,,0
evt-0018056,2025-06-05T23:36:14Z,aws,rds:Instance,AttachRolePolicy,user,user-0044,192.168.0.123.107,us-east-2,False,Failure,low,19.2,28696.0,0
evt-0018057,2025-06-05T23:43:21Z,gcp,storage.buckets,iam.serviceAccounts.create,user,user-0030,172.17.89.225,us-central1,False,Failure,low,20.67,11739.0,0
evt-0018058,2025-06-05T23:46:01Z,azure,Microsoft.KeyVault/vaults,Microsoft.Web/sites/write,assumed_role,assumed-role/deploy-role-019,172.17.121.90,southeastasia,True,Success,low,31.0,8006.0,0
evt-0018059,2025-06-05T23:55:05Z,gcp,compute.instances,iam.serviceAccounts.create,service_account,svc-account-005,10.1.143.12,australia-southeast1,True,Success,low,16.55,,0
evt-0018060,2025-06-05T23:56:19Z,azure,Microsoft.Sql/servers,Microsoft.Resources/deployments/write,user,user-0125,192.168.0.9.119,westeurope,False,Failure,medium,28.28,7545.0,0
evt-0018061,2025-06-05T23:56:31Z,azure,Microsoft.Sql/servers,Microsoft.Compute/virtualMachines/write,assumed_role,assumed-role/deploy-role-004,192.168.0.14.248,northeurope,True,Success,high,56.21,17893.0,0
evt-0018062,2025-06-06T00:00:57Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Storage/storageAccounts/write,user,user-0020,172.17.75.39,eastus,True,Success,low,5.97,14134.0,0
evt-0018063,2025-06-06T00:04:43Z,gcp,container.clusters,iam.serviceAccounts.keys.create,service_account,svc-account-016,185.220.234.218,us-east1,True,Success,critical,100.0,,1
evt-0018064,2025-06-06T00:05:55Z,aws,lambda:Function,PutPublicAccessBlock,user,user-0101,192.168.0.134.152,us-east-1,True,Success,medium,39.93,8543.0,0
evt-0018065,2025-06-06T00:06:28Z,gcp,cloudrun.services,compute.instances.insert,user,user-0140,10.1.204.144,asia-east1,False,Success,medium,30.63,13060.0,0
evt-0018066,2025-06-06T00:12:06Z,aws,cloudtrail:Trail,DisableCloudtrailLogging,user,user-0024,192.168.1.155.130,us-west-2,True,Denied,low,43.89,1825.0,0
evt-0018067,2025-06-06T00:20:53Z,azure,Microsoft.Web/sites,Microsoft.Resources/deployments/write,root,root,10.1.92.238,eastus,True,Success,critical,76.92,,0
evt-0018068,2025-06-06T00:25:03Z,azure,Microsoft.Sql/servers,Microsoft.Compute/disks/write,service_account,svc-account-026,192.168.1.55.116,westus2,True,Success,critical,50.7,,0
evt-0018069,2025-06-06T00:30:29Z,aws,vpc:SecurityGroup,CreateUser,api_key,user-0059,10.1.212.20,ap-southeast-1,True,Success,low,21.11,,0
evt-0018070,2025-06-06T00:34:42Z,aws,vpc:SecurityGroup,RunInstances,service_account,svc-account-002,192.168.1.100.56,eu-west-1,False,Success,medium,24.51,,0
evt-0018071,2025-06-06T00:41:43Z,gcp,container.clusters,iam.serviceAccounts.keys.create,assumed_role,assumed-role/deploy-role-009,172.17.201.27,europe-west1,True,Success,low,52.35,18665.0,0
evt-0018072,2025-06-06T00:42:37Z,aws,vpc:SecurityGroup,RunInstances,service_account,svc-account-008,172.16.211.6,us-west-2,True,Success,low,26.02,,0
evt-0018073,2025-06-06T00:49:21Z,aws,iam:Role,DeleteUser,service_account,svc-account-013,172.16.63.68,ap-southeast-1,True,Success,low,4.49,,0
evt-0018074,2025-06-06T00:53:33Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Compute/disks/write,user,user-0100,10.1.15.128,westeurope,True,Success,medium,22.95,5779.0,0
evt-0018075,2025-06-06T00:58:53Z,aws,s3:Bucket,RunInstances,user,user-0137,10.1.103.207,us-west-2,False,Success,critical,95.98,14743.0,1
evt-0018076,2025-06-06T01:01:41Z,aws,lambda:Function,ModifyInstanceAttribute,user,user-0074,192.168.0.109.80,us-east-1,True,Success,low,7.01,27455.0,0
evt-0018077,2025-06-06T01:05:28Z,aws,vpc:SecurityGroup,DescribeInstances,assumed_role,assumed-role/deploy-role-002,172.17.65.195,ap-southeast-1,True,Success,high,52.2,26001.0,0
evt-0018078,2025-06-06T01:07:23Z,aws,cloudtrail:Trail,CreateBucket,service_account,svc-account-013,10.1.125.51,us-west-2,True,Failure,low,12.89,,0
evt-0018079,2025-06-06T01:11:37Z,aws,iam:User,TerminateInstances,service_account,svc-account-005,192.168.0.187.182,eu-west-1,True,Failure,medium,24.74,,0
evt-0018080,2025-06-06T01:16:45Z,aws,iam:Role,RunInstances,user,user-0048,192.168.1.207.120,eu-west-1,True,Success,low,9.9,5621.0,0
evt-0018081,2025-06-06T01:29:21Z,gcp,iam.serviceAccounts,logging.sinks.delete,assumed_role,assumed-role/deploy-role-007,192.168.1.69.190,us-central1,True,Success,medium,60.02,25475.0,0
evt-0018082,2025-06-06T01:30:06Z,aws,iam:User,PutPublicAccessBlock,user,user-0114,10.0.164.88,eu-west-1,True,Success,low,34.48,25940.0,0
evt-0018083,2025-06-06T01:34:54Z,aws,vpc:SecurityGroup,CreateUser,user,user-0076,172.17.202.41,us-west-2,False,Denied,medium,32.15,26357.0,0
